Customer ID,Full Name,Date of Purchase,Age,State,MTN Device,Gender,Satisfaction Rate,Customer Review,Customer Tenure in months,Subscription Plan,Unit Price,Number of Times Purchased,Total Revenue,Data Usage,Customer Churn Status,Reasons for Churn
CUST0040,Chinedu Ruiz,Feb-25,46,Kogi,Mobile SIM Card,Female,4,Very Good,36,3.2GB 2-Day Plan,1000,13,13000,59.2,No,
CUST0040,Chinedu Ruiz,Feb-25,46,Kogi,Broadband MiFi,Female,4,Very Good,36,150GB FUP Monthly Unlimited,20000,19,380000,61.59,No,
CUST0041,Ejiro Mason,Mar-25,76,Bauchi,5G Broadband Router,Female,3,Good,28,60GB Monthly Broadband Plan,14500,7,101500,24.57,No,
CUST0041,Ejiro Mason,Mar-25,76,Bauchi,Mobile SIM Card,Female,3,Good,28,25GB Monthly Plan,9000,18,162000,24.35,No,
CUST0042,Shehu Hoffman,Mar-25,40,Ondo,4G Router,Female,1,Poor,18,10GB+10mins Monthly Plan,4500,18,81000,60.8,No,
CUST0042,Shehu Hoffman,Mar-25,40,Ondo,Mobile SIM Card,Female,1,Poor,18,1.5GB 2-Day Plan,600,2,1200,55.23,No,
CUST0043,Abubakar Johnson,Jan-25,32,Yobe,5G Broadband Router,Male,5,Excellent,56,30GB Monthly Broadband Plan,9000,16,144000,50.87,Yes,Fast Data Consumption
CUST0043,Abubakar Johnson,Jan-25,32,Yobe,Broadband MiFi,Male,5,Excellent,56,30GB Monthly Broadband Plan,9000,13,117000,164.51,Yes,Fast Data Consumption
CUST0044,Grace Walker,Mar-25,25,Oyo,Mobile SIM Card,Male,1,Poor,10,500MB Daily Plan,350,13,4550,155.25,No,
CUST0045,Alabo Thompson,Jan-25,72,Abia,4G Router,Female,5,Excellent,20,10GB+10mins Monthly Plan,4500,3,13500,53.3,No,
CUST0046,Amina Wright,Jan-25,46,Enugu,Mobile SIM Card,Male,4,Very Good,11,500MB Daily Plan,350,10,3500,57.98,No,
CUST0046,Amina Wright,Jan-25,46,Enugu,4G Router,Male,4,Very Good,11,165GB Monthly Plan,35000,8,280000,14.7,No,
CUST0046,Amina Wright,Jan-25,46,Enugu,Broadband MiFi,Male,4,Very Good,11,300GB FUP Monthly Unlimited,30000,19,570000,157.67,No,
CUST0047,Bala Christian,Feb-25,70,Delta,Broadband MiFi,Male,3,Good,42,150GB FUP Monthly Unlimited,20000,20,400000,158.63,No,
CUST0048,Abubakar Gentry,Mar-25,72,Delta,Mobile SIM Card,Female,4,Very Good,45,2.5GB 2-Day Plan,900,11,9900,177.94,No,
CUST0048,Abubakar Gentry,Mar-25,72,Delta,4G Router,Female,4,Very Good,45,25GB Monthly Plan,9000,8,72000,5.66,No,
CUST0048,Abubakar Gentry,Mar-25,72,Delta,Broadband MiFi,Female,4,Very Good,45,120GB Monthly Broadband Plan,24000,1,24000,117.63,No,
CUST0049,Zainab Taylor,Feb-25,21,Enugu,Mobile SIM Card,Female,3,Good,34,12.5GB Monthly Plan,5500,11,60500,69.92,Yes,Relocation
CUST0049,Zainab Taylor,Feb-25,21,Enugu,Broadband MiFi,Female,3,Good,34,300GB FUP Monthly Unlimited,30000,6,180000,134.19,Yes,Relocation
CUST0050,Tega Stevens,Feb-25,68,Yobe,5G Broadband Router,Female,5,Excellent,43,150GB FUP Monthly Unlimited,20000,13,260000,194.05,Yes,Poor Network
CUST0050,Tega Stevens,Feb-25,68,Yobe,4G Router,Female,5,Excellent,43,65GB Monthly Plan,16000,18,288000,131.7,Yes,Poor Network
CUST0051,Zina Carter,Mar-25,68,Oyo,Mobile SIM Card,Male,5,Excellent,34,1GB+1.5mins Daily Plan,500,10,5000,110.07,No,
CUST0051,Zina Carter,Mar-25,68,Oyo,Broadband MiFi,Male,5,Excellent,34,60GB Monthly Broadband Plan,14500,16,232000,176.23,No,
CUST0051,Zina Carter,Mar-25,68,Oyo,5G Broadband Router,Male,5,Excellent,34,150GB FUP Monthly Unlimited,20000,20,400000,6.26,No,
CUST0052,Halima Johnston,Feb-25,36,Abia,Mobile SIM Card,Male,1,Poor,36,3.2GB 2-Day Plan,1000,5,5000,129.72,Yes,Better Offers from Competitors
CUST0053,Grace Christensen,Feb-25,53,Zamfara,Mobile SIM Card,Female,4,Very Good,27,500MB Daily Plan,350,17,5950,184.41,Yes,Relocation
CUST0054,Funmi Stewart,Jan-25,20,Ekiti,Mobile SIM Card,Female,3,Good,18,2.5GB 2-Day Plan,900,7,6300,159.47,No,
CUST0054,Funmi Stewart,Jan-25,20,Ekiti,4G Router,Female,3,Good,18,65GB Monthly Plan,16000,11,176000,187.52,No,
CUST0055,Yakubu Mccarthy,Mar-25,24,Kano,Mobile SIM Card,Male,1,Poor,58,3.2GB 2-Day Plan,1000,6,6000,183.15,No,
CUST0056,Fatima Gibson,Feb-25,31,Cross River,5G Broadband Router,Female,4,Very Good,51,450GB 3-Month Broadband Plan,75000,15,1125000,22.98,No,
CUST0056,Fatima Gibson,Feb-25,31,Cross River,Mobile SIM Card,Female,4,Very Good,51,20GB Monthly Plan,7500,15,112500,196.1,No,
CUST0056,Fatima Gibson,Feb-25,31,Cross River,Broadband MiFi,Female,4,Very Good,51,60GB Monthly Broadband Plan,14500,5,72500,99.61,No,
CUST0057,Nura Perry,Jan-25,20,Kebbi,4G Router,Male,2,Fair,29,165GB Monthly Plan,35000,7,245000,111.71,Yes,Relocation
CUST0057,Nura Perry,Jan-25,20,Kebbi,Broadband MiFi,Male,2,Fair,29,60GB Monthly Broadband Plan,14500,3,43500,181.71,Yes,Relocation
CUST0058,Chioma Vazquez,Feb-25,72,Kwara,4G Router,Female,3,Good,58,65GB Monthly Plan,16000,3,48000,117.06,No,
CUST0058,Chioma Vazquez,Feb-25,72,Kwara,Mobile SIM Card,Female,3,Good,58,500MB Daily Plan,350,1,350,137.03,No,
CUST0059,Dayo Perry,Feb-25,74,Kwara,Broadband MiFi,Male,5,Excellent,46,120GB Monthly Broadband Plan,24000,14,336000,15.25,No,
CUST0060,Halima Stone,Mar-25,71,Kwara,5G Broadband Router,Female,1,Poor,13,60GB Monthly Broadband Plan,14500,5,72500,117.57,No,
CUST0060,Halima Stone,Mar-25,71,Kwara,4G Router,Female,1,Poor,13,10GB+10mins Monthly Plan,4500,6,27000,78.72,No,
CUST0061,Chinedu Wilkins,Jan-25,25,Imo,Mobile SIM Card,Male,1,Poor,59,500MB Daily Plan,350,6,2100,66.76,Yes,Poor Network
CUST0061,Chinedu Wilkins,Jan-25,25,Imo,Broadband MiFi,Male,1,Poor,59,120GB Monthly Broadband Plan,24000,18,432000,140.25,Yes,Poor Network
CUST0062,Chidi Hill,Mar-25,41,Enugu,Mobile SIM Card,Male,2,Fair,17,3.2GB 2-Day Plan,1000,14,14000,155.13,No,
CUST0062,Chidi Hill,Mar-25,41,Enugu,5G Broadband Router,Male,2,Fair,17,1.5TB Yearly Broadband Plan,150000,3,450000,147.91,No,
CUST0062,Chidi Hill,Mar-25,41,Enugu,4G Router,Male,2,Fair,17,165GB Monthly Plan,35000,16,560000,103.59,No,
CUST0063,Grace Campbell,Mar-25,31,Bauchi,Broadband MiFi,Female,3,Good,11,300GB FUP Monthly Unlimited,30000,6,180000,70.81,No,
CUST0063,Grace Campbell,Mar-25,31,Bauchi,Mobile SIM Card,Female,3,Good,11,65GB Monthly Plan,16000,8,128000,76.53,No,
CUST0064,Nkechi Evans,Feb-25,18,Osun,Mobile SIM Card,Female,2,Fair,32,1.5GB 2-Day Plan,600,7,4200,165.69,Yes,Relocation
CUST0064,Nkechi Evans,Feb-25,18,Osun,5G Broadband Router,Female,2,Fair,32,30GB Monthly Broadband Plan,9000,8,72000,79.04,Yes,Relocation
CUST0065,Kemi Bush,Jan-25,29,Osun,Mobile SIM Card,Female,4,Very Good,5,3.2GB 2-Day Plan,1000,19,19000,137.73,No,
CUST0065,Kemi Bush,Jan-25,29,Osun,5G Broadband Router,Female,4,Very Good,5,300GB FUP Monthly Unlimited,30000,16,480000,146.73,No,
CUST0066,Ibrahim Graves,Mar-25,35,Jigawa,Broadband MiFi,Male,5,Excellent,35,120GB Monthly Broadband Plan,24000,16,384000,188.41,No,
CUST0066,Ibrahim Graves,Mar-25,35,Jigawa,Mobile SIM Card,Male,5,Excellent,35,7GB Monthly Plan,3500,14,49000,45.12,No,
CUST0067,Tope Austin,Mar-25,51,Taraba,4G Router,Male,4,Very Good,39,25GB Monthly Plan,9000,11,99000,64.35,No,
CUST0068,Tunde Mills,Feb-25,49,Anambra,5G Broadband Router,Male,2,Fair,23,1.5TB Yearly Broadband Plan,150000,16,2400000,33.31,Yes,Costly Data Plans
CUST0068,Tunde Mills,Feb-25,49,Anambra,Broadband MiFi,Male,2,Fair,23,300GB FUP Monthly Unlimited,30000,5,150000,103.17,Yes,Costly Data Plans
CUST0069,Halima Castro,Feb-25,44,Kwara,4G Router,Female,1,Poor,23,65GB Monthly Plan,16000,6,96000,149.89,No,
CUST0069,Halima Castro,Feb-25,44,Kwara,Broadband MiFi,Female,1,Poor,23,120GB Monthly Broadband Plan,24000,11,264000,178.22,No,
CUST0070,Amaka Mcdonald,Mar-25,71,Lagos,5G Broadband Router,Female,5,Excellent,19,200GB Monthly Broadband Plan,25000,14,350000,20.79,No,
CUST0070,Amaka Mcdonald,Mar-25,71,Lagos,Mobile SIM Card,Female,5,Excellent,19,7GB Monthly Plan,3500,11,38500,84.79,No,
CUST0071,Adaora Carey,Jan-25,48,Akwa Ibom,Mobile SIM Card,Female,3,Good,52,2.5GB 2-Day Plan,900,17,15300,78.28,No,
CUST0071,Adaora Carey,Jan-25,48,Akwa Ibom,4G Router,Female,3,Good,52,25GB Monthly Plan,9000,14,126000,77.02,No,
CUST0072,Grace Day,Mar-25,66,Osun,Mobile SIM Card,Female,5,Excellent,46,20GB Monthly Plan,7500,15,112500,10.21,No,
CUST0072,Grace Day,Mar-25,66,Osun,5G Broadband Router,Female,5,Excellent,46,200GB Monthly Broadband Plan,25000,6,150000,91.97,No,
CUST0073,Ade Coleman,Feb-25,75,Lagos,Broadband MiFi,Male,1,Poor,40,60GB Monthly Broadband Plan,14500,17,246500,140.11,Yes,Poor Network
CUST0073,Ade Coleman,Feb-25,75,Lagos,4G Router,Male,1,Poor,40,10GB+10mins Monthly Plan,4500,15,67500,50.76,Yes,Poor Network
CUST0074,Tolu Russell,Mar-25,27,Osun,5G Broadband Router,Female,4,Very Good,37,450GB 3-Month Broadband Plan,75000,20,1500000,50.93,No,
CUST0074,Tolu Russell,Mar-25,27,Osun,Mobile SIM Card,Female,4,Very Good,37,12.5GB Monthly Plan,5500,6,33000,33.7,No,
CUST0075,Chidi Cannon,Feb-25,74,Lagos,4G Router,Male,3,Good,4,65GB Monthly Plan,16000,19,304000,141.73,No,
CUST0076,Tunde Soto,Jan-25,29,Gombe,Mobile SIM Card,Male,1,Poor,44,2.5GB 2-Day Plan,900,8,7200,27.58,Yes,Poor Network
CUST0076,Tunde Soto,Jan-25,29,Gombe,5G Broadband Router,Male,1,Poor,44,200GB Monthly Broadband Plan,25000,11,275000,134.46,Yes,Poor Network
CUST0076,Tunde Soto,Jan-25,29,Gombe,4G Router,Male,1,Poor,44,10GB+10mins Monthly Plan,4500,9,40500,179.09,Yes,Poor Network
CUST0077,Abodunrin Fernandez,Mar-25,18,Lagos,Mobile SIM Card,Female,2,Fair,25,65GB Monthly Plan,16000,10,160000,162.95,No,
CUST0077,Abodunrin Fernandez,Mar-25,18,Lagos,Broadband MiFi,Female,2,Fair,25,30GB Monthly Broadband Plan,9000,3,27000,33.03,No,
CUST0078,Jide Bennett,Feb-25,34,Anambra,5G Broadband Router,Male,4,Very Good,5,300GB FUP Monthly Unlimited,30000,1,30000,47.48,No,
CUST0078,Jide Bennett,Feb-25,34,Anambra,4G Router,Male,4,Very Good,5,25GB Monthly Plan,9000,3,27000,21.32,No,
CUST0079,Adaeze Washington,Mar-25,57,Anambra,Broadband MiFi,Female,1,Poor,56,30GB Monthly Broadband Plan,9000,9,81000,176.03,No,
CUST0079,Adaeze Washington,Mar-25,57,Anambra,4G Router,Female,1,Poor,56,165GB Monthly Plan,35000,18,630000,192.51,No,
CUST0080,Emeka Sullivan,Mar-25,77,Delta,Mobile SIM Card,Male,5,Excellent,26,3.2GB 2-Day Plan,1000,17,17000,19.95,No,
CUST0080,Emeka Sullivan,Mar-25,77,Delta,5G Broadband Router,Male,5,Excellent,26,60GB Monthly Broadband Plan,14500,4,58000,187.1,No,
CUST0081,Kelechi Burns,Feb-25,56,Rivers,Mobile SIM Card,Male,2,Fair,54,20GB Monthly Plan,7500,9,67500,44.76,Yes,Better Offers from Competitors
CUST0081,Kelechi Burns,Feb-25,56,Rivers,4G Router,Male,2,Fair,54,10GB+10mins Monthly Plan,4500,1,4500,146.09,Yes,Better Offers from Competitors
CUST0082,Kemi Henry,Mar-25,49,Ogun,5G Broadband Router,Female,3,Good,5,450GB 3-Month Broadband Plan,75000,1,75000,174.3,No,
CUST0083,Folake Sanchez,Jan-25,58,Lagos,Mobile SIM Card,Female,4,Very Good,17,1GB+1.5mins Daily Plan,500,11,5500,136.14,No,
CUST0083,Folake Sanchez,Jan-25,58,Lagos,4G Router,Female,4,Very Good,17,25GB Monthly Plan,9000,13,117000,12.11,No,
CUST0083,Folake Sanchez,Jan-25,58,Lagos,Broadband MiFi,Female,4,Very Good,17,150GB FUP Monthly Unlimited,20000,20,400000,138.96,No,
CUST0084,Bola Pierce,Jan-25,64,Lagos,Mobile SIM Card,Female,5,Excellent,20,500MB Daily Plan,350,7,2450,63.35,No,
CUST0084,Bola Pierce,Jan-25,64,Lagos,5G Broadband Router,Female,5,Excellent,20,200GB Monthly Broadband Plan,25000,8,200000,48.37,No,
CUST0085,Dayo Garrett,Feb-25,29,Anambra,4G Router,Male,1,Poor,39,10GB+10mins Monthly Plan,4500,15,67500,152.19,No,
CUST0085,Dayo Garrett,Feb-25,29,Anambra,Mobile SIM Card,Male,1,Poor,39,3.2GB 2-Day Plan,1000,16,16000,156.72,No,
CUST0086,Adesina Burke,Mar-25,71,Lagos,Broadband MiFi,Male,4,Very Good,35,30GB Monthly Broadband Plan,9000,11,99000,190.63,No,
CUST0086,Adesina Burke,Mar-25,71,Lagos,5G Broadband Router,Male,4,Very Good,35,60GB Monthly Broadband Plan,14500,15,217500,74.3,No,
CUST0087,Kemi Schultz,Feb-25,26,Ogun,Mobile SIM Card,Female,2,Fair,18,12.5GB Monthly Plan,5500,7,38500,47.24,Yes,Better Offers from Competitors
CUST0087,Kemi Schultz,Feb-25,26,Ogun,4G Router,Female,2,Fair,18,65GB Monthly Plan,16000,1,16000,95.14,Yes,Better Offers from Competitors
CUST0087,Kemi Schultz,Feb-25,26,Ogun,5G Broadband Router,Female,2,Fair,18,120GB Monthly Broadband Plan,24000,5,120000,158.83,Yes,Better Offers from Competitors
CUST0088,Nneka Knight,Feb-25,55,Anambra,Mobile SIM Card,Female,3,Good,24,2.5GB 2-Day Plan,900,12,10800,139.96,No,
CUST0088,Nneka Knight,Feb-25,55,Anambra,Broadband MiFi,Female,3,Good,24,120GB Monthly Broadband Plan,24000,19,456000,75.37,No,
CUST0089,Tola Freeman,Feb-25,22,Ogun,5G Broadband Router,Female,5,Excellent,25,30GB Monthly Broadband Plan,9000,11,99000,119.96,No,
CUST0089,Tola Freeman,Feb-25,22,Ogun,Mobile SIM Card,Female,5,Excellent,25,500MB Daily Plan,350,8,2800,32.86,No,
CUST0090,Yemi Medina,Mar-25,52,Ogun,4G Router,Male,2,Fair,60,165GB Monthly Plan,35000,18,630000,199.02,Yes,Costly Data Plans
CUST0090,Yemi Medina,Mar-25,52,Ogun,Broadband MiFi,Male,2,Fair,60,150GB FUP Monthly Unlimited,20000,6,120000,44.98,Yes,Costly Data Plans
CUST0091,Tosin Palmer,Mar-25,26,Lagos,Mobile SIM Card,Female,4,Very Good,44,1.5GB 2-Day Plan,600,10,6000,96.15,No,
CUST0091,Tosin Palmer,Mar-25,26,Lagos,5G Broadband Router,Female,4,Very Good,44,450GB 3-Month Broadband Plan,75000,14,1050000,165.24,No,
